"head"	"relation"	"tail"
"drugbank.DB00399"	"SE"	"meddra.10060862"
"drugbank.DB00188"	"SE"	"meddra.10062975"
"mondo.0009889"	"associated"	"uniprot.Q13099"
"mondo.0019338"	"symptom"	"hpo.0001970"
"mondo.0009868"	"symptom"	"hpo.0000876"
"mondo.0018023"	"associated"	"uniprot.P68871"
"drugbank.DB00215"	"SE"	"meddra.10015145"
"drugbank.DB06616"	"target"	"uniprot.P11274"
"mondo.0021055"	"associated"	"uniprot.P16070"
"drugbank.DB06819"	"target"	"uniprot.Q92769"
"mondo.0024538"	"associated"	"uniprot.Q6NSJ0"
"drugbank.DB06413"	"target"	"uniprot.P14416"
"mondo.0015012"	"symptom"	"hpo.0001217"
"mondo.0009287"	"symptom"	"hpo.0003077"
"drugbank.DB00982"	"SE"	"meddra.10005148"
"mondo.0016241"	"symptom"	"hpo.0002063"
"drugbank.DB00528"	"SE"	"meddra.10018386"
"mondo.0013819"	"associated"	"uniprot.O14497"
"mondo.0014651"	"associated"	"uniprot.O95602"
"mondo.0013815"	"associated"	"uniprot.P21802"
"mondo.0054677"	"symptom"	"hpo.0001640"
"mondo.0018116"	"symptom"	"hpo.0002345"
"drugbank.DB00745"	"SE"	"meddra.10036142"
"mondo.0014439"	"associated"	"uniprot.Q13049"
"drugbank.DB00273"	"target"	"uniprot.P00915"
"drugbank.DB00035"	"target"	"uniprot.P37288"
"drugbank.DB00321"	"target"	"uniprot.P28335"
"drugbank.DB01024"	"SE"	"meddra.10020647"
"mondo.0013917"	"associated"	"uniprot.Q9UPV0"
"mondo.0011959"	"symptom"	"hpo.0002664"
"mondo.0005197"	"symptom"	"hpo.0002516"
"mondo.0013324"	"associated"	"uniprot.Q15678"
"mondo.0009490"	"symptom"	"hpo.0000230"
"mondo.0019640"	"associated"	"uniprot.Q6ZN30"
"drugbank.DB01224"	"target"	"uniprot.P07550"
"mondo.0009441"	"symptom"	"hpo.0008064"
"mondo.0007932"	"associated"	"uniprot.P78363"
"mondo.0009218"	"symptom"	"hpo.0001618"
"mondo.0006292"	"associated"	"uniprot.Q16655"
"mondo.0019391"	"associated"	"uniprot.P01375"
"mondo.0009337"	"symptom"	"hpo.0002035"
"drugbank.DB01217"	"SE"	"meddra.10020604"
"drugbank.DB08865"	"target"	"uniprot.O94804"
"mondo.0018954"	"associated"	"uniprot.P84022"
"mondo.0016358"	"associated"	"uniprot.P51684"
"mondo.0010516"	"symptom"	"hpo.0002150"
"mondo.0018309"	"associated"	"uniprot.Q02297"
"drugbank.DB00408"	"target"	"uniprot.P11229"
"mondo.0013922"	"associated"	"uniprot.Q8N4C6"
"drugbank.DB00213"	"SE"	"meddra.10021021"
"mondo.0016011"	"associated"	"uniprot.Q2NKX8"
"mondo.0019179"	"symptom"	"hpo.0000752"
"drugbank.DB01175"	"SE"	"meddra.10046593"
"mondo.0009910"	"symptom"	"hpo.0002345"
"drugbank.DB08881"	"SE"	"meddra.10020649"
"mondo.0009892"	"associated"	"uniprot.P40337"
"drugbank.DB04868"	"SE"	"meddra.10020802"
"mondo.0009717"	"symptom"	"hpo.0002104"
"mondo.0007893"	"associated"	"uniprot.Q92963"
"drugbank.DB00317"	"target"	"uniprot.P09769"
"mondo.0016419"	"associated"	"uniprot.B2CW77"
"drugbank.DB06626"	"target"	"uniprot.P51451"
"mondo.0010359"	"symptom"	"hpo.0002148"
"drugbank.DB01273"	"SE"	"meddra.10013952"
"mondo.0014389"	"symptom"	"hpo.0003075"
"drugbank.DB00285"	"SE"	"meddra.10002969"
"drugbank.DB00996"	"SE"	"meddra.10019468"
"mondo.0018493"	"associated"	"uniprot.P21817"
"mondo.0018612"	"associated"	"uniprot.P07202"
"mondo.0020562"	"associated"	"uniprot.O95619"
"drugbank.DB01177"	"target"	"uniprot.P08183"
"drugbank.DB04845"	"target"	"uniprot.Q9H4B7"
"drugbank.DB00744"	"target"	"uniprot.Q15722"
"mondo.0013875"	"associated"	"uniprot.Q96JX3"
"mondo.0019354"	"symptom"	"hpo.0004326"
"drugbank.DB00915"	"target"	"uniprot.Q99720"
"mondo.0008059"	"associated"	"uniprot.P02533"
"drugbank.DB01175"	"SE"	"meddra.10007882"
"drugbank.DB00962"	"SE"	"meddra.10005148"
"mondo.0008895"	"symptom"	"hpo.0025324"
"mondo.0009528"	"symptom"	"hpo.0001397"
"drugbank.DB01208"	"SE"	"meddra.10029148"
"mondo.0007872"	"symptom"	"hpo.0009741"
"drugbank.DB00489"	"SE"	"meddra.10037375"
"drugbank.DB01112"	"SE"	"meddra.10002969"
"drugbank.DB01165"	"SE"	"meddra.10015226"
"mondo.0009249"	"associated"	"uniprot.P05062"
"mondo.0016383"	"associated"	"uniprot.P17252"
"drugbank.DB00543"	"target"	"uniprot.P08912"
"mondo.0010200"	"associated"	"uniprot.P01375"
"drugbank.DB06626"	"target"	"uniprot.Q2M2I8"
"drugbank.DB00248"	"target"	"uniprot.P21918"
"mondo.0014637"	"symptom"	"hpo.0006515"
"mondo.0014626"	"symptom"	"hpo.0002317"
"mondo.0020333"	"symptom"	"hpo.0001974"
"mondo.0020341"	"associated"	"uniprot.Q9Y6D5"
"drugbank.DB00619"	"target"	"uniprot.P29597"
"drugbank.DB00734"	"target"	"uniprot.P35462"
"mondo.0019342"	"associated"	"uniprot.P51530"
"mondo.0011151"	"symptom"	"hpo.0007902"
"mondo.0010735"	"symptom"	"hpo.0001618"
"mondo.0007950"	"symptom"	"hpo.0002488"
"drugbank.DB00530"	"target"	"uniprot.P00519"
"drugbank.DB00422"	"SE"	"meddra.10026749"
"drugbank.DB00669"	"SE"	"meddra.10019339"
"mondo.0014518"	"associated"	"uniprot.P22612"
"drugbank.DB01242"	"SE"	"meddra.10001580"
"mondo.0010088"	"symptom"	"hpo.0001387"
"drugbank.DB00398"	"target"	"uniprot.Q13470"
"drugbank.DB00619"	"target"	"uniprot.Q96FL8"
"mondo.0018458"	"symptom"	"hpo.0003072"
"drugbank.DB00531"	"SE"	"meddra.10014625"
"mondo.0023122"	"associated"	"uniprot.Q05823"
"drugbank.DB00715"	"SE"	"meddra.10021021"
"drugbank.DB00906"	"SE"	"meddra.10015461"
"mondo.0008720"	"symptom"	"hpo.0002153"
"mondo.0007268"	"symptom"	"hpo.0001663"
"mondo.0100280"	"symptom"	"hpo.0100539"
"mondo.0019349"	"symptom"	"hpo.0003072"
"drugbank.DB01008"	"SE"	"meddra.10021028"
"mondo.0011719"	"associated"	"uniprot.Q9UMX1"
"mondo.0009282"	"symptom"	"hpo.0001735"
"drugbank.DB00398"	"target"	"uniprot.Q16288"
"mondo.0000903"	"symptom"	"hpo.0012075"
"drugbank.DB00323"	"SE"	"meddra.10003210"
"drugbank.DB00230"	"SE"	"meddra.10050492"
"drugbank.DB00242"	"SE"	"meddra.10003999"
"drugbank.DB06589"	"target"	"uniprot.P51617"
"mondo.0018153"	"symptom"	"hpo.0002206"
"drugbank.DB00982"	"target"	"uniprot.Q16539"
"mondo.0013483"	"associated"	"uniprot.Q16620"
"mondo.0010370"	"associated"	"uniprot.O60885"
"drugbank.DB00564"	"target"	"uniprot.P35367"
"drugbank.DB00915"	"target"	"uniprot.Q96FL8"
"mondo.0018874"	"associated"	"uniprot.P09668"
"mondo.0013556"	"symptom"	"hpo.0002206"
"mondo.0016838"	"symptom"	"hpo.0001385"
"mondo.0012081"	"symptom"	"hpo.0002186"
"drugbank.DB00313"	"target"	"uniprot.P14550"
"mondo.0016471"	"associated"	"uniprot.P08779"
"drugbank.DB00715"	"SE"	"meddra.10025280"
"drugbank.DB00402"	"SE"	"meddra.10020559"
"mondo.0014886"	"symptom"	"hpo.0001970"
"drugbank.DB06616"	"target"	"uniprot.O14730"
"mondo.0012136"	"symptom"	"hpo.0000126"
"drugbank.DB04868"	"target"	"uniprot.P49759"
"drugbank.DB00877"	"SE"	"meddra.10016832"
"drugbank.DB08912"	"SE"	"meddra.10040928"
"mondo.0007412"	"symptom"	"hpo.0001482"
"drugbank.DB00982"	"target"	"uniprot.Q9BPW9"
"drugbank.DB00715"	"SE"	"meddra.10028653"
"drugbank.DB00715"	"SE"	"meddra.10020559"
"mondo.0014668"	"symptom"	"hpo.0001942"
"mondo.0014525"	"associated"	"uniprot.Q969Y2"
"drugbank.DB00472"	"SE"	"meddra.10020949"
"drugbank.DB01254"	"target"	"uniprot.P0C1S8"
"mondo.0010457"	"symptom"	"hpo.0004756"
"drugbank.DB06228"	"SE"	"meddra.10073685"
"drugbank.DB00740"	"SE"	"meddra.10010071"
"mondo.0013016"	"associated"	"uniprot.Q86UX7"
"mondo.0014296"	"symptom"	"hpo.0001007"
"mondo.0008224"	"associated"	"uniprot.Q9Y6H6"
"mondo.0018177"	"associated"	"uniprot.O14746"
"mondo.0012805"	"symptom"	"hpo.0001878"
"mondo.0009723"	"associated"	"uniprot.P19404"
"drugbank.DB00216"	"SE"	"meddra.10000269"
"mondo.0015461"	"associated"	"uniprot.Q8TCX1"
"drugbank.DB01112"	"target"	"uniprot.P00918"
"mondo.0010848"	"associated"	"uniprot.Q9NZC7"
"drugbank.DB09053"	"target"	"uniprot.P42680"
"mondo.0011113"	"symptom"	"hpo.0010628"
"mondo.0009719"	"symptom"	"hpo.0010741"
"mondo.0018002"	"symptom"	"hpo.0001638"
"mondo.0019391"	"associated"	"uniprot.Q06609"
"drugbank.DB00472"	"target"	"uniprot.P11229"
"mondo.0012624"	"symptom"	"hpo.0001645"
"mondo.0012547"	"symptom"	"hpo.0032152"
"mondo.0001881"	"associated"	"uniprot.P02774"
"mondo.0011946"	"symptom"	"hpo.0001562"
"drugbank.DB00315"	"SE"	"meddra.10017940"
"drugbank.DB01223"	"target"	"uniprot.P27815"
"drugbank.DB00669"	"SE"	"meddra.10015068"
"mondo.0013787"	"symptom"	"hpo.0001650"
"drugbank.DB00422"	"target"	"uniprot.P08913"
"drugbank.DB08875"	"SE"	"meddra.10062975"
"drugbank.DB00811"	"SE"	"meddra.10002942"
"mondo.0012105"	"symptom"	"hpo.0002633"
"drugbank.DB05294"	"target"	"uniprot.Q9NWZ3"
"drugbank.DB00938"	"SE"	"meddra.10062352"
"mondo.0009210"	"symptom"	"hpo.0002573"
"drugbank.DB05294"	"target"	"uniprot.Q02750"
"drugbank.DB01043"	"SE"	"meddra.10038848"
"mondo.0007930"	"symptom"	"hpo.0000225"
"mondo.0013171"	"symptom"	"hpo.0002273"
"mondo.0019501"	"associated"	"uniprot.P12081"
"drugbank.DB01110"	"target"	"uniprot.P25100"
"drugbank.DB00379"	"target"	"uniprot.Q8IWT1"
"mondo.0009235"	"symptom"	"hpo.0000618"
"mondo.0015010"	"symptom"	"hpo.0002104"
"drugbank.DB01268"	"SE"	"meddra.10062352"
"drugbank.DB00399"	"SE"	"meddra.10021059"
"mondo.0009290"	"symptom"	"hpo.0011947"
"drugbank.DB00327"	"SE"	"meddra.10020622"
"mondo.0016296"	"associated"	"uniprot.Q15465"
"drugbank.DB00972"	"target"	"uniprot.P35367"
"mondo.0009903"	"associated"	"uniprot.Q02127"
"drugbank.DB00268"	"SE"	"meddra.10002241"
"mondo.0008119"	"associated"	"uniprot.Q00005"
"drugbank.DB00216"	"SE"	"meddra.10033799"
"mondo.0020300"	"associated"	"uniprot.P43681"
"mondo.0009123"	"symptom"	"hpo.0000017"
"drugbank.DB06213"	"SE"	"meddra.10072760"
"mondo.0008383"	"associated"	"uniprot.Q7Z7A4"
"mondo.0009292"	"symptom"	"hpo.0001433"
"drugbank.DB01268"	"target"	"uniprot.Q15746"
"mondo.0007601"	"associated"	"uniprot.O15553"
"mondo.0016532"	"associated"	"uniprot.Q05193"
"mondo.0018177"	"associated"	"uniprot.Q9BXM7"
"mondo.0009934"	"symptom"	"hpo.0000126"
"mondo.0012885"	"associated"	"uniprot.O15305"
"mondo.0011937"	"symptom"	"hpo.0000962"
"drugbank.DB00820"	"target"	"uniprot.P51160"
"mondo.0013291"	"symptom"	"hpo.0001663"
"drugbank.DB00669"	"SE"	"meddra.10036067"
"mondo.0015104"	"associated"	"uniprot.P05177"
"mondo.0056797"	"associated"	"uniprot.Q92974"
"mondo.0010913"	"symptom"	"hpo.0001396"
"drugbank.DB00630"	"SE"	"meddra.10016454"
"mondo.0019342"	"associated"	"uniprot.O43929"
"mondo.0019342"	"associated"	"uniprot.P49454"
"mondo.0016642"	"symptom"	"hpo.0000602"
"mondo.0013607"	"associated"	"uniprot.P23769"
"mondo.0011801"	"symptom"	"hpo.0003073"
"drugbank.DB00715"	"SE"	"meddra.10012218"
"mondo.0024568"	"symptom"	"hpo.0001397"
"mondo.0024523"	"symptom"	"hpo.0001650"
"mondo.0009517"	"symptom"	"hpo.0000826"
"drugbank.DB01080"	"SE"	"meddra.10030942"
"mondo.0014440"	"associated"	"uniprot.Q6ZW61"
"drugbank.DB00715"	"SE"	"meddra.10042043"
"mondo.0014931"	"symptom"	"hpo.0000752"
"mondo.0011663"	"associated"	"uniprot.O94905"
"drugbank.DB01268"	"target"	"uniprot.Q13873"
"mondo.0019338"	"symptom"	"hpo.0012722"
"mondo.0011462"	"symptom"	"hpo.0100658"
"drugbank.DB05294"	"target"	"uniprot.P42684"
"mondo.0011106"	"symptom"	"hpo.0007906"
"mondo.0014686"	"symptom"	"hpo.0000763"
"mondo.0007635"	"symptom"	"hpo.0000100"
"mondo.0019618"	"symptom"	"hpo.0001259"
"drugbank.DB01041"	"SE"	"meddra.10062975"
"drugbank.DB00321"	"target"	"uniprot.Q15858"
"mondo.0012885"	"associated"	"uniprot.O75352"
"mondo.0012883"	"associated"	"uniprot.O43315"
"mondo.0016620"	"symptom"	"hpo.0002754"
"drugbank.DB06616"	"target"	"uniprot.P08631"
"mondo.0013821"	"associated"	"uniprot.P51532"
"mondo.0004948"	"associated"	"uniprot.P11473"
"mondo.0010466"	"symptom"	"hpo.0002878"
"mondo.8000008"	"symptom"	"hpo.0002169"
"mondo.0009999"	"symptom"	"hpo.0000787"
"mondo.0008840"	"symptom"	"hpo.0001266"
"drugbank.DB00531"	"SE"	"meddra.10043298"
"mondo.0016390"	"associated"	"uniprot.P01270"
"mondo.0009571"	"associated"	"uniprot.Q68CZ1"
"drugbank.DB01268"	"target"	"uniprot.Q15418"
"mondo.0009527"	"associated"	"uniprot.Q96S06"
"drugbank.DB01267"	"target"	"uniprot.P08913"
"drugbank.DB00947"	"target"	"uniprot.P11474"
"mondo.0012864"	"associated"	"uniprot.Q9UPW6"
"mondo.0008383"	"associated"	"uniprot.Q9BVH7"
"mondo.0010794"	"symptom"	"hpo.0000726"
"mondo.0014148"	"symptom"	"hpo.0000147"
"mondo.0013993"	"symptom"	"hpo.0002179"
"drugbank.DB01224"	"SE"	"meddra.10029446"
"drugbank.DB00619"	"SE"	"meddra.10019418"
"drugbank.DB00502"	"target"	"uniprot.Q12809"
"drugbank.DB06176"	"target"	"uniprot.Q8WUI4"
"mondo.0016344"	"symptom"	"hpo.0000618"
"mondo.0018874"	"associated"	"uniprot.Q86YC2"
"mondo.0014894"	"symptom"	"hpo.0001217"
"mondo.0008681"	"symptom"	"hpo.0000112"
"mondo.0019374"	"symptom"	"hpo.0000100"
"drugbank.DB00715"	"SE"	"meddra.10043255"
"drugbank.DB00459"	"SE"	"meddra.10015461"
"drugbank.DB00370"	"SE"	"meddra.10028653"
"mondo.0012718"	"symptom"	"hpo.0001541"
"drugbank.DB00804"	"target"	"uniprot.Q12809"
"mondo.0013447"	"symptom"	"hpo.0000608"
"mondo.0006292"	"associated"	"uniprot.P10145"
"mondo.0013170"	"symptom"	"hpo.0100750"
"mondo.0009310"	"symptom"	"hpo.0002840"
"mondo.0009254"	"symptom"	"hpo.0001271"
"mondo.0009359"	"symptom"	"hpo.0003826"
"drugbank.DB00285"	"SE"	"meddra.10006578"
"mondo.0008678"	"symptom"	"hpo.0005978"
"mondo.0011895"	"symptom"	"hpo.0002170"
"mondo.0008935"	"associated"	"uniprot.Q8IY17"
"mondo.0010607"	"symptom"	"hpo.0002023"
"mondo.0010004"	"symptom"	"hpo.0000491"
"mondo.0009871"	"symptom"	"hpo.0032152"
"drugbank.DB00268"	"SE"	"meddra.10010071"
"drugbank.DB00741"	"target"	"uniprot.P08235"
"mondo.0008675"	"symptom"	"hpo.0001562"
"mondo.0001187"	"associated"	"uniprot.P08779"
"mondo.0014891"	"symptom"	"hpo.0000112"
"drugbank.DB01273"	"SE"	"meddra.10020400"
"mondo.0015003"	"symptom"	"hpo.0002063"
"drugbank.DB00215"	"SE"	"meddra.10003285"
"drugbank.DB00962"	"SE"	"meddra.10037576"
"mondo.0054677"	"symptom"	"hpo.0000646"
"mondo.0009068"	"symptom"	"hpo.0003128"
"mondo.0018166"	"symptom"	"hpo.0000211"
"mondo.0019635"	"symptom"	"hpo.0030828"
"mondo.0010498"	"symptom"	"hpo.0001650"
"mondo.0011053"	"symptom"	"hpo.0000998"
"mondo.0800027"	"symptom"	"hpo.0008765"
"mondo.0017267"	"associated"	"uniprot.Q9BYJ1"
"mondo.0009026"	"symptom"	"hpo.0000962"
"mondo.0000913"	"symptom"	"hpo.0002904"
"mondo.0011702"	"associated"	"uniprot.Q92629"
"drugbank.DB00215"	"SE"	"meddra.10027313"
"drugbank.DB08873"	"target"	"uniprot.O60911"
"mondo.0014728"	"associated"	"uniprot.Q9HA77"
"drugbank.DB00804"	"target"	"uniprot.P08172"
"mondo.0014662"	"associated"	"uniprot.Q9H4Q4"
"drugbank.DB01059"	"SE"	"meddra.10000057"
"drugbank.DB01128"	"target"	"uniprot.P10275"
"mondo.0015279"	"associated"	"uniprot.Q9BXN2"
"mondo.0013364"	"symptom"	"hpo.0000752"
"drugbank.DB01136"	"target"	"uniprot.Q12809"
"drugbank.DB00323"	"SE"	"meddra.10002972"
"mondo.0019019"	"symptom"	"hpo.0100661"
"mondo.0010134"	"associated"	"uniprot.P78508"
"mondo.0016512"	"symptom"	"hpo.0001680"
"mondo.0018177"	"associated"	"uniprot.P04080"
"drugbank.DB00843"	"SE"	"meddra.10041235"
"mondo.0018088"	"symptom"	"hpo.0002586"
"mondo.0012740"	"associated"	"uniprot.P11274"
"drugbank.DB00843"	"target"	"uniprot.P06276"
"mondo.0012982"	"symptom"	"hpo.0002183"
"mondo.0005060"	"symptom"	"hpo.0001482"
"drugbank.DB01628"	"target"	"uniprot.P23219"
"drugbank.DB00996"	"SE"	"meddra.10062872"
"mondo.0005580"	"associated"	"uniprot.Q9UJQ4"
"mondo.0024557"	"symptom"	"hpo.0002310"
"mondo.0014239"	"symptom"	"hpo.0001636"
"mondo.0013625"	"symptom"	"hpo.0002063"
"drugbank.DB01238"	"target"	"uniprot.P35462"
"drugbank.DB08865"	"target"	"uniprot.P06241"
"drugbank.DB00783"	"SE"	"meddra.10015226"
"mondo.0008684"	"associated"	"uniprot.Q8N441"
"mondo.0013886"	"symptom"	"hpo.0001310"
"mondo.0015279"	"symptom"	"hpo.0002105"
"mondo.0008935"	"symptom"	"hpo.0000135"
"mondo.0012727"	"symptom"	"hpo.0002633"
"mondo.0008199"	"symptom"	"hpo.0000298"
"drugbank.DB01024"	"SE"	"meddra.10020667"
"mondo.0011612"	"associated"	"uniprot.P23434"
"drugbank.DB00540"	"target"	"uniprot.P50406"
"mondo.0008458"	"associated"	"uniprot.Q9P219"
"drugbank.DB06589"	"target"	"uniprot.Q9NRP7"
"mondo.0018153"	"associated"	"uniprot.P15056"
"mondo.0019960"	"associated"	"uniprot.O00255"
"mondo.0013005"	"symptom"	"hpo.0002917"
"mondo.0007109"	"associated"	"uniprot.Q02241"
"drugbank.DB00640"	"SE"	"meddra.10038669"
"mondo.0009223"	"symptom"	"hpo.0000823"
"mondo.0007797"	"symptom"	"hpo.0000100"
"mondo.0016011"	"associated"	"uniprot.Q15418"
"mondo.0012679"	"symptom"	"hpo.0001433"
"mondo.0007080"	"symptom"	"hpo.0100602"
"mondo.0012985"	"symptom"	"hpo.0001923"
"drugbank.DB00379"	"target"	"uniprot.O60939"
"mondo.0007669"	"symptom"	"hpo.0001397"
"drugbank.DB00230"	"SE"	"meddra.10029446"
"drugbank.DB00864"	"target"	"uniprot.Q13451"
"drugbank.DB01242"	"SE"	"meddra.10039729"
"mondo.0008487"	"associated"	"uniprot.Q86VS8"
"mondo.0008280"	"associated"	"uniprot.Q15831"
"mondo.0006486"	"associated"	"uniprot.Q15147"
"drugbank.DB00490"	"target"	"uniprot.P35348"
"mondo.0012651"	"symptom"	"hpo.0002317"
"drugbank.DB06228"	"SE"	"meddra.10042384"
"drugbank.DB00734"	"SE"	"meddra.10072760"
"mondo.0008763"	"symptom"	"hpo.0003077"
"mondo.0005060"	"associated"	"uniprot.Q00534"
"drugbank.DB00502"	"target"	"uniprot.P35372"
"mondo.0019264"	"associated"	"uniprot.P17050"
"mondo.0017366"	"associated"	"uniprot.O14686"
"mondo.0010354"	"symptom"	"hpo.0001622"
"mondo.0019002"	"associated"	"uniprot.P60484"
"drugbank.DB00230"	"SE"	"meddra.10023348"
"drugbank.DB00708"	"SE"	"meddra.10039168"
"drugbank.DB00962"	"SE"	"meddra.10018292"
"mondo.0007804"	"symptom"	"hpo.0000126"
"drugbank.DB01233"	"target"	"uniprot.Q70Z44"
"drugbank.DB08901"	"target"	"uniprot.P00519"
"drugbank.DB00997"	"target"	"uniprot.O95255"
"drugbank.DB00398"	"target"	"uniprot.P35968"
"drugbank.DB06589"	"target"	"uniprot.Q9UBE8"
"drugbank.DB00755"	"target"	"uniprot.P51449"
"mondo.0012885"	"associated"	"uniprot.O60762"
"mondo.0000355"	"associated"	"uniprot.P12109"
"mondo.0013838"	"symptom"	"hpo.0000093"
"mondo.0013782"	"symptom"	"hpo.0002153"
"mondo.0011601"	"symptom"	"hpo.0003124"
"mondo.0014106"	"associated"	"uniprot.O60258"
"drugbank.DB00666"	"target"	"uniprot.P30968"
"drugbank.DB00669"	"SE"	"meddra.10039788"
"mondo.0010645"	"associated"	"uniprot.Q01968"
"mondo.0010558"	"associated"	"uniprot.P49335"
"mondo.0008009"	"associated"	"uniprot.Q86SJ6"
"mondo.0011304"	"associated"	"uniprot.Q9BSQ5"
"drugbank.DB00749"	"SE"	"meddra.10030302"
"drugbank.DB01041"	"SE"	"meddra.10058483"
"mondo.0018342"	"associated"	"uniprot.Q1MSJ5"
"mondo.0009441"	"associated"	"uniprot.Q9BYJ1"
"drugbank.DB00897"	"target"	"uniprot.O14764"
"mondo.0015104"	"symptom"	"hpo.0001397"
"drugbank.DB00472"	"SE"	"meddra.10001580"
"mondo.0008876"	"symptom"	"hpo.0001397"
"drugbank.DB00317"	"target"	"uniprot.P48730"
"drugbank.DB00679"	"SE"	"meddra.10039168"
"drugbank.DB08916"	"target"	"uniprot.P51617"
"mondo.0006456"	"symptom"	"hpo.0001609"
"mondo.0012405"	"associated"	"uniprot.P36894"
"mondo.0009868"	"symptom"	"hpo.0003128"
"mondo.0007105"	"symptom"	"hpo.0002186"
"mondo.0010699"	"symptom"	"hpo.0001271"
"drugbank.DB00316"	"target"	"uniprot.P22748"
"drugbank.DB00905"	"SE"	"meddra.10005159"
"drugbank.DB00239"	"target"	"uniprot.P20309"
"drugbank.DB00323"	"SE"	"meddra.10013916"
"mondo.0014263"	"symptom"	"hpo.0001883"
"mondo.0015263"	"symptom"	"hpo.0011705"
"drugbank.DB00966"	"SE"	"meddra.10003285"
"drugbank.DB00399"	"SE"	"meddra.10020949"
"mondo.0011245"	"symptom"	"hpo.0011859"
"mondo.0012747"	"symptom"	"hpo.0001897"
"mondo.0004948"	"associated"	"uniprot.P01106"
"mondo.0018874"	"associated"	"uniprot.P05026"
"mondo.0014717"	"associated"	"uniprot.Q9NQV8"
"drugbank.DB00425"	"SE"	"meddra.10033072"
"drugbank.DB00408"	"target"	"uniprot.P28335"
"mondo.0020437"	"associated"	"uniprot.O60828"
"mondo.0011244"	"symptom"	"hpo.0011951"
"mondo.0019618"	"associated"	"uniprot.P05093"
"mondo.0012436"	"symptom"	"hpo.0002036"
"mondo.0018166"	"associated"	"uniprot.P09038"
"mondo.0008833"	"associated"	"uniprot.Q7Z494"
"mondo.0019200"	"associated"	"uniprot.O95237"
"mondo.0015753"	"symptom"	"hpo.0011703"
"mondo.0008834"	"associated"	"uniprot.P43116"
"mondo.0011922"	"associated"	"uniprot.Q99684"
"mondo.0019200"	"associated"	"uniprot.Q96KN7"
"mondo.0018874"	"associated"	"uniprot.Q13191"
"mondo.0008083"	"symptom"	"hpo.0001300"
"drugbank.DB00252"	"SE"	"meddra.10007515"
"drugbank.DB00537"	"SE"	"meddra.10019692"
"mondo.0010635"	"associated"	"uniprot.P55075"
"drugbank.DB00909"	"SE"	"meddra.10020112"
"drugbank.DB00669"	"SE"	"meddra.10019493"
"mondo.0008846"	"symptom"	"hpo.0001931"
"mondo.0010592"	"symptom"	"hpo.0001009"
"mondo.0011816"	"symptom"	"hpo.0001883"
"drugbank.DB00244"	"SE"	"meddra.10035624"
"drugbank.DB00788"	"SE"	"meddra.10015461"
"drugbank.DB00715"	"SE"	"meddra.10001906"
"mondo.0013144"	"associated"	"uniprot.P01008"
"mondo.0013754"	"symptom"	"hpo.0002097"
"mondo.0012731"	"symptom"	"hpo.0001878"
"mondo.0800043"	"symptom"	"hpo.0001883"
"mondo.0011719"	"associated"	"uniprot.Q9ULC3"
"drugbank.DB00317"	"target"	"uniprot.O96017"
"mondo.0013743"	"associated"	"uniprot.P24855"
"mondo.0018997"	"associated"	"uniprot.Q8WYB5"
"mondo.0006292"	"associated"	"uniprot.P05112"
"mondo.0011382"	"associated"	"uniprot.P19320"
"drugbank.DB00343"	"SE"	"meddra.10040736"
"mondo.0016830"	"associated"	"uniprot.P50402"
"mondo.0013754"	"symptom"	"hpo.0000973"
"drugbank.DB00320"	"target"	"uniprot.P34969"
"drugbank.DB01198"	"target"	"uniprot.P28472"
"drugbank.DB00843"	"SE"	"meddra.10018491"
"mondo.0014888"	"symptom"	"hpo.0001888"
"drugbank.DB00323"	"target"	"uniprot.Q13118"
"mondo.0011017"	"symptom"	"hpo.0001699"
"mondo.0010150"	"associated"	"uniprot.P35354"
"mondo.0017991"	"associated"	"uniprot.Q9UH92"
"drugbank.DB00390"	"target"	"uniprot.P51449"
"mondo.0014503"	"symptom"	"hpo.0002317"
"drugbank.DB01025"	"target"	"uniprot.Q08499"
"mondo.0018940"	"associated"	"uniprot.P60880"
"drugbank.DB01088"	"target"	"uniprot.P35408"
"mondo.0014736"	"associated"	"uniprot.Q9Y6X9"
"mondo.0012742"	"symptom"	"hpo.0004308"
"drugbank.DB00370"	"SE"	"meddra.10037375"
"drugbank.DB01110"	"target"	"uniprot.P21452"
"mondo.0011781"	"symptom"	"hpo.0000473"
"mondo.0010632"	"symptom"	"hpo.0100660"
"mondo.0007924"	"symptom"	"hpo.0004942"
"mondo.0007896"	"associated"	"uniprot.Q8IYD8"
"drugbank.DB00215"	"SE"	"meddra.10023230"
"mondo.0011873"	"symptom"	"hpo.0002524"
"mondo.0019321"	"symptom"	"hpo.0002155"
"mondo.0010519"	"symptom"	"hpo.0002580"
"mondo.0018770"	"associated"	"uniprot.Q8TCX1"
"mondo.0015277"	"associated"	"uniprot.P07949"
"mondo.0012475"	"associated"	"uniprot.Q8TDN2"
"mondo.0009571"	"associated"	"uniprot.Q96KN7"
"mondo.0014132"	"symptom"	"hpo.0003128"
"drugbank.DB00996"	"SE"	"meddra.10020112"
"mondo.0018937"	"symptom"	"hpo.0000618"
"drugbank.DB00313"	"SE"	"meddra.10053198"
"mondo.0008487"	"associated"	"uniprot.Q96B18"
"drugbank.DB00177"	"SE"	"meddra.10047115"
"mondo.0007947"	"symptom"	"hpo.0002107"
"drugbank.DB00752"	"target"	"uniprot.P23975"
"mondo.0014699"	"associated"	"uniprot.P38398"
